Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
127,127,93,136.55,14,4,v U.A.E.,Harare,06-Mar-18,ODI # 3987,Shimron Hetmyer,670025
8,8,12,66.66,1,0,v P.N.G.,Harare,08-Mar-18,ODI # 3991,Shimron Hetmyer,670025
36,36,40,90,3,1,v Ireland,Harare,10-Mar-18,ODI # 3993,Shimron Hetmyer,670025
15,15,22,68.18,1,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Shimron Hetmyer,670025
13,13,7,185.71,0,1,v Zimbabwe,Harare,19-Mar-18,ODI # 4002,Shimron Hetmyer,670025
4,4,11,36.36,0,0,v Scotland,Harare,21-Mar-18,ODI # 4004,Shimron Hetmyer,670025
38,38,51,74.5,3,0,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Shimron Hetmyer,670025
52,52,78,66.66,5,0,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Shimron Hetmyer,670025
125,125,93,134.4,3,7,v Bangladesh,Providence,25-Jul-18,ODI # 4023,Shimron Hetmyer,670025
30,30,42,71.42,2,0,v Bangladesh,Basseterre,28-Jul-18,ODI # 4024,Shimron Hetmyer,670025
106,106,78,135.89,6,6,v India,Guwahati,21-Oct-18,ODI # 4056,Shimron Hetmyer,670025
94,94,64,146.87,4,7,v India,Visakhapatnam,24-Oct-18,ODI # 4059,Shimron Hetmyer,670025
37,37,21,176.19,2,3,v India,Pune,27-Oct-18,ODI # 4062,Shimron Hetmyer,670025
13,13,11,118.18,2,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Shimron Hetmyer,670025
9,9,11,81.81,1,0,v India,Thiruvananthapuram,01-Nov-18,ODI # 4064,Shimron Hetmyer,670025
6,6,13,46.15,0,0,v Bangladesh,Dhaka,09-Dec-18,ODI # 4071,Shimron Hetmyer,670025
14,14,10,140,0,1,v Bangladesh,Dhaka,11-Dec-18,ODI # 4072,Shimron Hetmyer,670025
0,0,6,0,0,0,v Bangladesh,Sylhet,14-Dec-18,ODI # 4073,Shimron Hetmyer,670025
20,20,15,133.33,2,1,v England,Bridgetown,20-Feb-19,ODI # 4096,Shimron Hetmyer,670025
104*,104,83,125.3,7,4,v England,Bridgetown,22-Feb-19,ODI # 4097,Shimron Hetmyer,670025
6,6,2,300,0,1,v England,St George's,27-Feb-19,ODI # 4099,Shimron Hetmyer,670025
11*,11,6,183.33,2,0,v England,Gros Islet,02-Mar-19,ODI # 4103,Shimron Hetmyer,670025
2,2,6,33.33,0,0,v South Africa,Bridgetown,24-Jun-16,ODI # 3754,Shannon Gabriel,446101
1*,1,1,100,0,0,v Australia,Bridgetown,26-Jun-16,ODI # 3756,Shannon Gabriel,446101
2,2,8,25,0,0,v Pakistan,Sharjah,30-Sep-16,ODI # 3784,Shannon Gabriel,446101
1*,1,3,33.33,0,0,v Pakistan,Abu Dhabi,05-Oct-16,ODI # 3789,Shannon Gabriel,446101
0,0,2,0,0,0,v Sri Lanka,Harare,16-Nov-16,ODI # 3805,Shannon Gabriel,446101
0*,0,0,-,0,0,v Sri Lanka,Bulawayo,23-Nov-16,ODI # 3808,Shannon Gabriel,446101
0,0,4,0,0,0,v England,North Sound,03-Mar-17,ODI # 3845,Shannon Gabriel,446101
1,1,2,50,0,0,v England,North Sound,05-Mar-17,ODI # 3848,Shannon Gabriel,446101
0*,0,0,-,0,0,v Pakistan,Providence,09-Apr-17,ODI # 3862,Shannon Gabriel,446101
2*,2,5,40,0,0,v Afghanistan,Gros Islet,09-Jun-17,ODI # 3884,Shannon Gabriel,446101
0*,0,0,-,0,0,v New Zealand,Whangarei,20-Dec-17,ODI # 3943,Shannon Gabriel,446101
0,0,2,0,0,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Shannon Gabriel,446101
12*,12,20,60,1,0,v New Zealand,Christchurch,26-Dec-17,ODI # 3945,Shannon Gabriel,446101
0*,0,0,-,0,0,v Bangladesh,Dublin,07-May-19,ODI # 4129,Shannon Gabriel,446101
5,5,7,71.42,1,0,v India,Pune,27-Oct-18,ODI # 4062,Fabian Allen,670013
10,10,17,58.82,1,0,v India,Mumbai (BS),29-Oct-18,ODI # 4063,Fabian Allen,670013
4,4,11,36.36,0,0,v India,Thiruvananthapuram,01-Nov-18,ODI # 4064,Fabian Allen,670013
6,6,17,35.29,0,1,v Bangladesh,Sylhet,14-Dec-18,ODI # 4073,Fabian Allen,670013
0*,0,0,-,0,0,v Ireland,Dublin (Malahide),11-May-19,ODI # 4132,Fabian Allen,670013
7,7,9,77.77,1,0,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Fabian Allen,670013
1*,1,1,100,0,0,v South Africa,Port Elizabeth,25-Jan-15,ODI # 3591,Sheldon Cottrell,495551
2*,2,8,25,0,0,v South Africa,Centurion,28-Jan-15,ODI # 3593,Sheldon Cottrell,495551
8,8,11,72.72,1,0,v New Zealand,Christchurch,23-Dec-17,ODI # 3944,Sheldon Cottrell,495551
3,3,4,75,0,0,v New Zealand,Christchurch,26-Dec-17,ODI # 3945,Sheldon Cottrell,495551
0*,0,0,-,0,0,v England,St George's,27-Feb-19,ODI # 4099,Sheldon Cottrell,495551
4*,4,7,57.14,0,0,v Bangladesh,Dublin,07-May-19,ODI # 4129,Sheldon Cottrell,495551
8*,8,4,200,0,1,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Sheldon Cottrell,495551
19,19,16,118.75,2,0,v India,Kingston,26-Jun-09,ODI # 2852,Darren Bravo,277472
21,21,15,140,3,0,v India,Gros Islet,03-Jul-09,ODI # 2854,Darren Bravo,277472
14,14,35,40,1,0,v Zimbabwe,Kingstown,14-Mar-10,ODI # 2976,Darren Bravo,277472
74,74,75,98.66,6,2,v Canada,Kingston,13-Apr-10,ODI # 2977,Darren Bravo,277472
28*,28,36,77.77,0,2,v Ireland,Kingston,15-Apr-10,ODI # 2978,Darren Bravo,277472
1,1,6,16.66,0,0,v South Africa,Roseau,28-May-10,ODI # 2982,Darren Bravo,277472
45*,45,31,145.16,3,1,v South Africa,Roseau,30-May-10,ODI # 2984,Darren Bravo,277472
17,17,47,36.17,0,0,v South Africa,Port of Spain,03-Jun-10,ODI # 2987,Darren Bravo,277472
8,8,22,36.36,0,0,v Sri Lanka,Colombo (SSC),31-Jan-11,ODI # 3092,Darren Bravo,277472
39,39,64,60.93,0,3,v Sri Lanka,Colombo (SSC),03-Feb-11,ODI # 3096,Darren Bravo,277472
79,79,91,86.81,9,1,v Sri Lanka,Colombo (SSC),06-Feb-11,ODI # 3099,Darren Bravo,277472
73,73,82,89.02,8,1,v South Africa,Delhi,24-Feb-11,ODI # 3106,Darren Bravo,277472
30,30,38,78.94,1,2,v Netherlands,Delhi,28-Feb-11,ODI # 3112,Darren Bravo,277472
9*,9,26,34.61,1,0,v Bangladesh,Dhaka,04-Mar-11,ODI # 3118,Darren Bravo,277472
0,0,3,0,0,0,v Ireland,Mohali,11-Mar-11,ODI # 3126,Darren Bravo,277472
5,5,15,33.33,1,0,v England,Chennai,17-Mar-11,ODI # 3135,Darren Bravo,277472
22,22,29,75.86,1,1,v India,Chennai,20-Mar-11,ODI # 3141,Darren Bravo,277472
0,0,3,0,0,0,v Pakistan,Dhaka,23-Mar-11,ODI # 3142,Darren Bravo,277472
67,67,109,61.46,1,1,v Pakistan,Gros Islet,23-Apr-11,ODI # 3152,Darren Bravo,277472
12,12,18,66.66,2,0,v Pakistan,Gros Islet,25-Apr-11,ODI # 3153,Darren Bravo,277472
47,47,77,61.03,3,1,v Pakistan,Bridgetown,28-Apr-11,ODI # 3154,Darren Bravo,277472
21,21,26,80.76,3,0,v Pakistan,Bridgetown,02-May-11,ODI # 3155,Darren Bravo,277472
4,4,8,50,1,0,v India,Port of Spain,06-Jun-11,ODI # 3159,Darren Bravo,277472
15,15,36,41.66,2,0,v India,North Sound,13-Jun-11,ODI # 3162,Darren Bravo,277472
86,86,99,86.86,3,6,v India,Kingston,16-Jun-11,ODI # 3163,Darren Bravo,277472
20,20,19,105.26,2,0,v Bangladesh,Dhaka,13-Oct-11,ODI # 3198,Darren Bravo,277472
1*,1,12,8.33,0,0,v Bangladesh,Dhaka,15-Oct-11,ODI # 3200,Darren Bravo,277472
0,0,3,0,0,0,v Bangladesh,Chattogram,18-Oct-11,ODI # 3202,Darren Bravo,277472
60,60,74,81.08,6,0,v India,Cuttack,29-Nov-11,ODI # 3217,Darren Bravo,277472
13,13,17,76.47,2,0,v India,Visakhapatnam,02-Dec-11,ODI # 3219,Darren Bravo,277472
26*,26,41,63.41,2,0,v India,Ahmedabad,05-Dec-11,ODI # 3221,Darren Bravo,277472
4,4,15,26.66,1,0,v Australia,Kingstown,16-Mar-12,ODI # 3262,Darren Bravo,277472
16,16,28,57.14,3,0,v Australia,Kingstown,18-Mar-12,ODI # 3264,Darren Bravo,277472
0,0,3,0,0,0,v Australia,Kingstown,20-Mar-12,ODI # 3266,Darren Bravo,277472
25,25,50,50,3,0,v Australia,Gros Islet,23-Mar-12,ODI # 3268,Darren Bravo,277472
3,3,21,14.28,0,0,v Australia,Gros Islet,25-Mar-12,ODI # 3269,Darren Bravo,277472
8*,8,13,61.53,1,0,v England,Southampton,16-Jun-12,ODI # 3276,Darren Bravo,277472
35,35,41,85.36,4,1,v Bangladesh,Khulna,30-Nov-12,ODI # 3309,Darren Bravo,277472
28,28,41,68.29,3,0,v Bangladesh,Khulna,02-Dec-12,ODI # 3310,Darren Bravo,277472
13,13,23,56.52,2,0,v Bangladesh,Dhaka,05-Dec-12,ODI # 3311,Darren Bravo,277472
34,34,61,55.73,3,0,v Bangladesh,Dhaka,07-Dec-12,ODI # 3312,Darren Bravo,277472
51,51,108,47.22,3,1,v Bangladesh,Dhaka,08-Dec-12,ODI # 3313,Darren Bravo,277472
11,11,25,44,1,0,v Australia,Perth,01-Feb-13,ODI # 3330,Darren Bravo,277472
14,14,20,70,3,0,v Australia,Perth,03-Feb-13,ODI # 3331,Darren Bravo,277472
86,86,96,89.58,7,1,v Australia,Canberra,06-Feb-13,ODI # 3332,Darren Bravo,277472
4,4,16,25,1,0,v Australia,Sydney,08-Feb-13,ODI # 3333,Darren Bravo,277472
33,33,50,66,3,0,v Australia,Melbourne,10-Feb-13,ODI # 3334,Darren Bravo,277472
100*,100,71,140.84,9,4,v Zimbabwe,St George's,22-Feb-13,ODI # 3337,Darren Bravo,277472
0,0,2,0,0,0,v Zimbabwe,St George's,24-Feb-13,ODI # 3339,Darren Bravo,277472
72*,72,103,69.9,5,0,v Zimbabwe,St George's,26-Feb-13,ODI # 3340,Darren Bravo,277472
0,0,4,0,0,0,v Pakistan,The Oval,07-Jun-13,ODI # 3364,Darren Bravo,277472
35,35,83,42.16,2,0,v India,The Oval,11-Jun-13,ODI # 3368,Darren Bravo,277472
12,12,7,171.42,2,0,v South Africa,Cardiff,14-Jun-13,ODI # 3371,Darren Bravo,277472
27,27,30,90,4,0,v Sri Lanka,Kingston,28-Jun-13,ODI # 3378,Darren Bravo,277472
55,55,78,70.51,5,1,v India,Kingston,30-Jun-13,ODI # 3380,Darren Bravo,277472
1,1,7,14.28,0,0,v India,Port of Spain,05-Jul-13,ODI # 3383,Darren Bravo,277472
70,70,84,83.33,4,1,v Sri Lanka,Port of Spain,07-Jul-13,ODI # 3385,Darren Bravo,277472
5,5,18,27.77,1,0,v Pakistan,Providence,14-Jul-13,ODI # 3389,Darren Bravo,277472
54,54,81,66.66,6,0,v Pakistan,Providence,16-Jul-13,ODI # 3390,Darren Bravo,277472
17,17,40,42.5,2,0,v Pakistan,Gros Islet,19-Jul-13,ODI # 3391,Darren Bravo,277472
9,9,18,50,1,0,v Pakistan,Gros Islet,21-Jul-13,ODI # 3393,Darren Bravo,277472
9,9,21,42.85,1,0,v Pakistan,Gros Islet,24-Jul-13,ODI # 3396,Darren Bravo,277472
59,59,77,76.62,4,2,v India,Kochi,21-Nov-13,ODI # 3436,Darren Bravo,277472
50,50,54,92.59,8,0,v India,Visakhapatnam,24-Nov-13,ODI # 3437,Darren Bravo,277472
51*,51,53,96.22,4,2,v India,Kanpur,27-Nov-13,ODI # 3439,Darren Bravo,277472
14,14,18,77.77,3,0,v New Zealand,Auckland,26-Dec-13,ODI # 3449,Darren Bravo,277472
1,1,9,11.11,0,0,v Ireland,Kingston,23-Feb-14,ODI # 3472,Darren Bravo,277472
2,2,12,16.66,0,0,v England,North Sound,28-Feb-14,ODI # 3477,Darren Bravo,277472
13,13,34,38.23,0,1,v England,North Sound,02-Mar-14,ODI # 3480,Darren Bravo,277472
16,16,20,80,3,0,v England,North Sound,05-Mar-14,ODI # 3484,Darren Bravo,277472
7,7,14,50,1,0,v Bangladesh,St George's,20-Aug-14,ODI # 3509,Darren Bravo,277472
53,53,82,64.63,2,1,v Bangladesh,St George's,22-Aug-14,ODI # 3511,Darren Bravo,277472
124,124,127,97.63,7,8,v Bangladesh,Basseterre,25-Aug-14,ODI # 3514,Darren Bravo,277472
28,28,45,62.22,2,1,v India,Kochi,08-Oct-14,ODI # 3531,Darren Bravo,277472
26,26,44,59.09,2,0,v India,Delhi,11-Oct-14,ODI # 3533,Darren Bravo,277472
40,40,51,78.43,6,0,v India,Dharamsala,17-Oct-14,ODI # 3535,Darren Bravo,277472
0,0,0,-,0,0,v Ireland,Nelson,16-Feb-15,ODI # 3603,Darren Bravo,277472
49*,49,78,62.82,3,0,v Pakistan,Christchurch,21-Feb-15,ODI # 3608,Darren Bravo,277472
38,38,58,65.51,3,1,v Sri Lanka,Colombo (RPS),01-Nov-15,ODI # 3701,Darren Bravo,277472
21,21,33,63.63,1,0,v Sri Lanka,Colombo (RPS),04-Nov-15,ODI # 3702,Darren Bravo,277472
4,4,7,57.14,0,0,v Sri Lanka,Pallekele,07-Nov-15,ODI # 3704,Darren Bravo,277472
30,30,69,43.47,2,0,v South Africa,Providence,03-Jun-16,ODI # 3739,Darren Bravo,277472
19,19,31,61.29,3,0,v Australia,Providence,05-Jun-16,ODI # 3740,Darren Bravo,277472
39,39,63,61.9,3,1,v Australia,Basseterre,13-Jun-16,ODI # 3745,Darren Bravo,277472
11,11,19,57.89,1,0,v South Africa,Basseterre,15-Jun-16,ODI # 3747,Darren Bravo,277472
15,15,20,75,3,0,v Australia,Bridgetown,21-Jun-16,ODI # 3752,Darren Bravo,277472
102,102,103,99.02,12,4,v South Africa,Bridgetown,24-Jun-16,ODI # 3754,Darren Bravo,277472
6,6,20,30,1,0,v Australia,Bridgetown,26-Jun-16,ODI # 3756,Darren Bravo,277472
12,12,28,42.85,0,0,v Pakistan,Sharjah,30-Sep-16,ODI # 3784,Darren Bravo,277472
61,61,74,82.43,5,3,v Pakistan,Sharjah,02-Oct-16,ODI # 3788,Darren Bravo,277472
17,17,40,42.5,0,1,v Pakistan,Abu Dhabi,05-Oct-16,ODI # 3789,Darren Bravo,277472
19,19,51,37.25,1,0,v Bangladesh,Dhaka,09-Dec-18,ODI # 4071,Darren Bravo,277472
27,27,43,62.79,1,1,v Bangladesh,Dhaka,11-Dec-18,ODI # 4072,Darren Bravo,277472
10,10,26,38.46,1,0,v Bangladesh,Sylhet,14-Dec-18,ODI # 4073,Darren Bravo,277472
40,40,30,133.33,2,4,v England,Bridgetown,20-Feb-19,ODI # 4096,Darren Bravo,277472
25,25,37,67.56,0,0,v England,Bridgetown,22-Feb-19,ODI # 4097,Darren Bravo,277472
61,61,59,103.38,4,4,v England,St George's,27-Feb-19,ODI # 4099,Darren Bravo,277472
7*,7,14,50,1,0,v England,Gros Islet,02-Mar-19,ODI # 4103,Darren Bravo,277472
9*,9,7,128.57,1,0,v Ireland,Dublin,05-May-19,ODI # 4128,Darren Bravo,277472
1,1,4,25,0,0,v Bangladesh,Dublin,07-May-19,ODI # 4129,Darren Bravo,277472
17,17,25,68,1,0,v Ireland,Dublin (Malahide),11-May-19,ODI # 4132,Darren Bravo,277472
6,6,13,46.15,1,0,v Bangladesh,Dublin (Malahide),13-May-19,ODI # 4134,Darren Bravo,277472
3*,3,3,100,0,0,v Bangladesh,Dublin (Malahide),17-May-19,ODI # 4137,Darren Bravo,277472
11,11,20,55,1,0,v Bangladesh,Chattogram,18-Oct-11,ODI # 3202,Carlos Brathwaite,457249
4,4,10,40,0,0,v South Africa,East London,21-Jan-15,ODI # 3587,Carlos Brathwaite,457249
11,11,14,78.57,0,1,v South Africa,Port Elizabeth,25-Jan-15,ODI # 3591,Carlos Brathwaite,457249
1,1,9,11.11,0,0,v South Africa,Centurion,28-Jan-15,ODI # 3593,Carlos Brathwaite,457249
9,9,6,150,0,1,v Sri Lanka,Colombo (RPS),01-Nov-15,ODI # 3701,Carlos Brathwaite,457249
17,17,13,130.76,1,1,v Sri Lanka,Colombo (RPS),04-Nov-15,ODI # 3702,Carlos Brathwaite,457249
18,18,13,138.46,3,0,v Sri Lanka,Pallekele,07-Nov-15,ODI # 3704,Carlos Brathwaite,457249
8,8,14,57.14,1,0,v South Africa,Providence,03-Jun-16,ODI # 3739,Carlos Brathwaite,457249
21,21,48,43.75,1,1,v Australia,Providence,05-Jun-16,ODI # 3740,Carlos Brathwaite,457249
3*,3,7,42.85,0,0,v Australia,Basseterre,13-Jun-16,ODI # 3745,Carlos Brathwaite,457249
0,0,1,0,0,0,v South Africa,Basseterre,15-Jun-16,ODI # 3747,Carlos Brathwaite,457249
7,7,6,116.66,1,0,v Australia,Bridgetown,21-Jun-16,ODI # 3752,Carlos Brathwaite,457249
33*,33,42,78.57,2,1,v South Africa,Bridgetown,24-Jun-16,ODI # 3754,Carlos Brathwaite,457249
14,14,11,127.27,1,1,v Australia,Bridgetown,26-Jun-16,ODI # 3756,Carlos Brathwaite,457249
15,15,16,93.75,0,2,v Pakistan,Sharjah,30-Sep-16,ODI # 3784,Carlos Brathwaite,457249
14,14,11,127.27,2,0,v Pakistan,Sharjah,02-Oct-16,ODI # 3788,Carlos Brathwaite,457249
14,14,13,107.69,1,0,v Sri Lanka,Harare,16-Nov-16,ODI # 3805,Carlos Brathwaite,457249
9,9,5,180,0,1,v Zimbabwe,Bulawayo,19-Nov-16,ODI # 3806,Carlos Brathwaite,457249
19,19,16,118.75,0,1,v Sri Lanka,Bulawayo,23-Nov-16,ODI # 3808,Carlos Brathwaite,457249
12,12,12,100,1,0,v England,North Sound,03-Mar-17,ODI # 3845,Carlos Brathwaite,457249
23,23,24,95.83,2,0,v England,North Sound,05-Mar-17,ODI # 3848,Carlos Brathwaite,457249
7,7,23,30.43,0,0,v England,Bridgetown,09-Mar-17,ODI # 3849,Carlos Brathwaite,457249
11,11,16,68.75,1,0,v Ireland,Harare,10-Mar-18,ODI # 3993,Carlos Brathwaite,457249
4,4,5,80,1,0,v Afghanistan,Harare,15-Mar-18,ODI # 3997,Carlos Brathwaite,457249
24,24,26,92.3,0,1,v Scotland,Harare,21-Mar-18,ODI # 4004,Carlos Brathwaite,457249
14,14,10,140,1,1,v Afghanistan,Harare,25-Mar-18,ODI # 4007,Carlos Brathwaite,457249
3,3,3,100,0,0,v England,Bridgetown,20-Feb-19,ODI # 4096,Carlos Brathwaite,457249
13,13,22,59.09,0,1,v England,Bridgetown,22-Feb-19,ODI # 4097,Carlos Brathwaite,457249
50,50,36,138.88,4,2,v England,St George's,27-Feb-19,ODI # 4099,Carlos Brathwaite,457249
1,1,8,12.5,0,0,v India,Toronto,11-Sep-99,ODI # 1497,Chris Gayle ,51880
15,15,22,68.18,3,0,v India,Toronto,12-Sep-99,ODI # 1498,Chris Gayle ,51880
7,7,22,31.81,1,0,v India,Toronto,14-Sep-99,ODI # 1499,Chris Gayle ,51880
6,6,15,40,1,0,v Pakistan,Toronto,18-Sep-99,ODI # 1501,Chris Gayle ,51880
0,0,1,0,0,0,v Pakistan,Toronto,19-Sep-99,ODI # 1502,Chris Gayle ,51880
7,7,18,38.88,0,0,v Sri Lanka,Sharjah,17-Oct-99,ODI # 1515,Chris Gayle ,51880
22,22,42,52.38,3,0,v Pakistan,Sharjah,19-Oct-99,ODI # 1517,Chris Gayle ,51880
4,4,12,33.33,0,0,v Zimbabwe,Kingston,01-Apr-00,ODI # 1584,Chris Gayle ,51880
58*,58,45,128.88,5,1,v Zimbabwe,Kingston,02-Apr-00,ODI # 1585,Chris Gayle ,51880
15,15,13,115.38,1,0,v Pakistan,Kingstown,12-Apr-00,ODI # 1588,Chris Gayle ,51880
42,42,49,85.71,4,0,v Pakistan,St George's,16-Apr-00,ODI # 1592,Chris Gayle ,51880
8,8,16,50,0,0,v Pakistan,Bridgetown,19-Apr-00,ODI # 1593,Chris Gayle ,51880
33,33,35,94.28,4,0,v Pakistan,Port of Spain,22-Apr-00,ODI # 1594,Chris Gayle ,51880
0,0,2,0,0,0,v Pakistan,Port of Spain,23-Apr-00,ODI # 1595,Chris Gayle ,51880
41,41,86,47.67,6,0,v Zimbabwe,Bristol,06-Jul-00,ODI # 1605,Chris Gayle ,51880
6,6,13,46.15,1,0,v Zimbabwe,Canterbury,11-Jul-00,ODI # 1611,Chris Gayle ,51880
26,26,59,44.06,3,0,v England,Chester-le-Street,15-Jul-00,ODI # 1615,Chris Gayle ,51880
3,3,4,75,0,0,v Zimbabwe,Chester-le-Street,16-Jul-00,ODI # 1616,Chris Gayle ,51880
37,37,71,52.11,4,0,v England,Nottingham,20-Jul-00,ODI # 1618,Chris Gayle ,51880
27,27,34,79.41,4,0,v South Africa,Kingston,28-Apr-01,ODI # 1712,Chris Gayle ,51880
50,50,72,69.44,7,0,v South Africa,St John's,02-May-01,ODI # 1713,Chris Gayle ,51880
1,1,3,33.33,0,0,v South Africa,St George's,05-May-01,ODI # 1714,Chris Gayle ,51880
9,9,27,33.33,0,1,v South Africa,St George's,06-May-01,ODI # 1715,Chris Gayle ,51880
6,6,15,40,0,0,v South Africa,Bridgetown,09-May-01,ODI # 1716,Chris Gayle ,51880
28,28,39,71.79,5,0,v South Africa,Kingstown,16-May-01,ODI # 1718,Chris Gayle ,51880
53,53,76,69.73,7,0,v Zimbabwe,Harare,23-Jun-01,ODI # 1727,Chris Gayle ,51880
0,0,5,0,0,0,v India,Bulawayo,30-Jun-01,ODI # 1731,Chris Gayle ,51880
76,76,95,80,6,0,v Zimbabwe,Bulawayo,01-Jul-01,ODI # 1732,Chris Gayle ,51880
23,23,43,53.48,2,0,v India,Harare,04-Jul-01,ODI # 1733,Chris Gayle ,51880
43,43,45,95.55,8,0,v India,Harare,07-Jul-01,ODI # 1734,Chris Gayle ,51880
152,152,150,101.33,17,1,v Kenya,Nairobi,15-Aug-01,ODI # 1745,Chris Gayle ,51880
10,10,22,45.45,0,1,v Kenya,Nairobi (Gym),18-Aug-01,ODI # 1746,Chris Gayle ,51880
70,70,70,100,9,2,v Kenya,Nairobi (Gym),19-Aug-01,ODI # 1747,Chris Gayle ,51880
0,0,5,0,0,0,v Zimbabwe,Colombo (SSC),09-Dec-01,ODI # 1777,Chris Gayle ,51880
21,21,32,65.62,3,0,v Sri Lanka,Colombo (RPS),11-Dec-01,ODI # 1778,Chris Gayle ,51880
8,8,9,88.88,2,0,v Sri Lanka,Kandy,15-Dec-01,ODI # 1780,Chris Gayle ,51880
85,85,79,107.59,17,1,v Zimbabwe,Kandy,16-Dec-01,ODI # 1781,Chris Gayle ,51880
60,60,87,68.96,8,0,v Sri Lanka,Colombo (RPS),19-Dec-01,ODI # 1782,Chris Gayle ,51880
50,50,53,94.33,10,0,v Pakistan,Sharjah,14-Feb-02,ODI # 1807,Chris Gayle ,51880
62,62,46,134.78,8,3,v Pakistan,Sharjah,15-Feb-02,ODI # 1808,Chris Gayle ,51880
19,19,17,111.76,4,0,v Pakistan,Sharjah,17-Feb-02,ODI # 1810,Chris Gayle ,51880
16,16,43,37.2,2,0,v India,Bridgetown,29-May-02,ODI # 1836,Chris Gayle ,51880
84,84,67,125.37,9,3,v India,Port of Spain,01-Jun-02,ODI # 1837,Chris Gayle ,51880
3,3,10,30,0,0,v India,Port of Spain,02-Jun-02,ODI # 1838,Chris Gayle ,51880
30,30,37,81.08,4,0,v New Zealand,Gros Islet,08-Jun-02,ODI # 1840,Chris Gayle ,51880
37,37,47,78.72,6,0,v New Zealand,Gros Islet,09-Jun-02,ODI # 1841,Chris Gayle ,51880
60,60,60,100,4,2,v New Zealand,Port of Spain,12-Jun-02,ODI # 1843,Chris Gayle ,51880
67,67,79,84.81,7,1,v New Zealand,Kingstown,16-Jun-02,ODI # 1845,Chris Gayle ,51880
49,49,55,89.09,8,1,v South Africa,Colombo (SSC),13-Sep-02,ODI # 1875,Chris Gayle ,51880
33,33,42,78.57,4,2,v Kenya,Colombo (SSC),17-Sep-02,ODI # 1879,Chris Gayle ,51880
7,7,15,46.66,1,0,v India,Jamshedpur,06-Nov-02,ODI # 1893,Chris Gayle ,51880
103,103,116,88.79,8,3,v India,Nagpur,09-Nov-02,ODI # 1894,Chris Gayle ,51880
72,72,68,105.88,12,2,v India,Rajkot,12-Nov-02,ODI # 1895,Chris Gayle ,51880
140,140,127,110.23,12,5,v India,Ahmedabad,15-Nov-02,ODI # 1896,Chris Gayle ,51880
101,101,107,94.39,10,3,v India,Vadodara,18-Nov-02,ODI # 1897,Chris Gayle ,51880
27,27,38,71.05,4,0,v India,Jodhpur,21-Nov-02,ODI # 1898,Chris Gayle ,51880
5,5,8,62.5,0,0,v India,Vijayawada,24-Nov-02,ODI # 1900,Chris Gayle ,51880
38,38,70,54.28,5,0,v Bangladesh,Chittagong,29-Nov-02,ODI # 1904,Chris Gayle ,51880
21,21,43,48.83,3,0,v Bangladesh,Dhaka,02-Dec-02,ODI # 1909,Chris Gayle ,51880
73,73,90,81.11,11,0,v Bangladesh,Dhaka,03-Dec-02,ODI # 1910,Chris Gayle ,51880
2,2,21,9.52,0,0,v South Africa,Cape Town,09-Feb-03,ODI # 1942,Chris Gayle ,51880
22,22,29,75.86,5,0,v New Zealand,Port Elizabeth,13-Feb-03,ODI # 1949,Chris Gayle ,51880
0,0,5,0,0,0,v Bangladesh,Benoni,18-Feb-03,ODI # 1956,Chris Gayle ,51880
8,8,13,61.53,1,0,v Canada,Centurion,23-Feb-03,ODI # 1963,Chris Gayle ,51880
55,55,76,72.36,8,0,v Sri Lanka,Cape Town,28-Feb-03,ODI # 1973,Chris Gayle ,51880
119,119,151,78.8,8,2,v Kenya,Kimberley,04-Mar-03,ODI # 1981,Chris Gayle ,51880
37,37,50,74,6,0,v Australia,Kingston,17-May-03,ODI # 2011,Chris Gayle ,51880
28,28,55,50.9,4,0,v Australia,Kingston,18-May-03,ODI # 2013,Chris Gayle ,51880
43,43,46,93.47,5,1,v Australia,Gros Islet,21-May-03,ODI # 2016,Chris Gayle ,51880
84,84,113,74.33,7,1,v Australia,Port of Spain,24-May-03,ODI # 2018,Chris Gayle ,51880
5,5,4,125,1,0,v Australia,Port of Spain,25-May-03,ODI # 2019,Chris Gayle ,51880
18,18,21,85.71,3,0,v Australia,St George's,30-May-03,ODI # 2020,Chris Gayle ,51880
60,60,68,88.23,8,0,v Australia,St George's,01-Jun-03,ODI # 2021,Chris Gayle ,51880
0,0,9,0,0,0,v Sri Lanka,Bridgetown,07-Jun-03,ODI # 2022,Chris Gayle ,51880
94,94,125,75.2,12,2,v Sri Lanka,Bridgetown,08-Jun-03,ODI # 2023,Chris Gayle ,51880
21,21,75,28,1,0,v Sri Lanka,Kingstown,11-Jun-03,ODI # 2024,Chris Gayle ,51880
153*,153,160,95.62,19,2,v Zimbabwe,Bulawayo,22-Nov-03,ODI # 2065,Chris Gayle ,51880
8,8,15,53.33,1,0,v Zimbabwe,Bulawayo,23-Nov-03,ODI # 2066,Chris Gayle ,51880
